score,tier,action,reason,outreach,breakdown,permit_id,address,project_type,estimated_value,description,contractor_name,issue_date,category,work_type,source,city,email,contact_name,stage,актуальность,needs_email
97,Hot,Call today,"large budget $100.0M, new construction, hotel — high stone demand","Hi Kiewit Corporation,

We noticed your project at 10055 Trainstation Cir and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$100,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏨"", ""found"": ""Hotel"", ""points"": 20, ""matched"": true}], ""raw_score"": 97, ""final_score"": 97, ""clamped"": false}",3317638,10055 Trainstation Cir,Private,100000000.0,"KSE-Ball Arena Redevelopment — MultiFamily (251-350 units), Hotels (250,000+ sq-ft), Retail (582,763 sq-ft), Office (2,900,000 sq-ft), Schools (K-12) (3,100,000 sq-ft) [Starts in 12+ months]",Kiewit Corporation,2026-05-07,hotel,New Construction,ConstructionWire,Denver,sharon.hensley@kiewit.com,Sharon Hensley,Starts in 12+ months,Low,False
90,Hot,Call today,"budget $7.0M, new construction, hotel — high stone demand","Hi Caliber Companies,

We noticed your project at nan and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$7,000,000"", ""points"": 18, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏨"", ""found"": ""Hotel"", ""points"": 20, ""matched"": true}], ""raw_score"": 90, ""final_score"": 90, ""clamped"": false}",3907780,nan,Private,7000000.0,"Hyatt Studios — Hotels (114 rooms), Retail/Restaurants (< 10,000 sq-ft), Social (< 10,000 sq-ft), Athletic Facilities (< 10,000 sq-ft) [Starts in 1-3 months]",Caliber Companies,2026-05-19,hotel,New Construction,ConstructionWire,Steamboat Springs,,,Starts in 1-3 months,Very High,True
90,Hot,Call today,"budget $6.0M, new construction, hotel — high stone demand","Hi Indus Empire Investment,

We noticed your project at nan and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$6,000,000"", ""points"": 18, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏨"", ""found"": ""Hotel"", ""points"": 20, ""matched"": true}], ""raw_score"": 90, ""final_score"": 90, ""clamped"": false}",3903650,nan,Private,6000000.0,"My Place Hotel — Hotels (71 rooms), Social (470 sq-ft) [Starts in 4-12 months]",Indus Empire Investment,2026-05-07,hotel,New Construction,ConstructionWire,Westminster,balochraheem@gmail.com,Murtaza Baloch,Starts in 4-12 months,Medium,False
90,Hot,Call today,"budget $7.0M, new construction, hotel — high stone demand","Hi Symmetry Builders, Inc.,

We noticed your project at 5069 Silver Peak Avenue and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$7,000,000"", ""points"": 18, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏨"", ""found"": ""Hotel"", ""points"": 20, ""matched"": true}], ""raw_score"": 90, ""final_score"": 90, ""clamped"": false}",3305233,5069 Silver Peak Avenue,Private,7000000.0,"Hotel Lyons Boutique Hotel — Hotels (79 rooms), Retail/Restaurants (< 10,000 sq-ft) [Planning]","Symmetry Builders, Inc.",2026-05-20,hotel,New Construction,ConstructionWire,Lyons,hzurbrugg@symmetrybuilders.net,Henry Zurbrugg,Planning,Low,False
89,Hot,Call today,"large budget $171.0M, new construction, multifamily — high volume","Hi Rago Enterprises,

We came across your project at nan and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$171,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3903649,nan,Private,171000000.0,Denver SPUR - Multifamily — MultiFamily (684 units) [Planning],Rago Enterprises,2026-05-07,multifamily,New Construction,ConstructionWire,Denver,gary.randolph@ragoconcrete.com,Gary Randolph,Planning,Low,False
89,Hot,Call today,"large budget $50.0M, new construction, multifamily — high volume","Hi Ulysses Development Group,

We came across your project at nan and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private, Public"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$50,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3905949,nan,"Private, Public",50000000.0,3801 Ulster Street - Phase 2 — MultiFamily (151-250 units) [Planning],Ulysses Development Group,2026-05-13,multifamily,New Construction,ConstructionWire,Denver,,,Planning,Low,True
89,Hot,Call today,"large budget $15.0M, new construction, multifamily — high volume","Hi Olive Real Estate Group, Inc.,

We came across your project at nan and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$15,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3536490,nan,Private,15000000.0,"Mesa Highlands — Office (< 10,000 sq-ft), MultiFamily (50,000-99,999 sq-ft), Medical [Planning]","Olive Real Estate Group, Inc.",2026-05-12,multifamily,New Construction,ConstructionWire,Colorado Springs,,,Planning,Low,True
89,Hot,Call today,"large budget $15.0M, new construction, multifamily — high volume","Hi Shaw Construction,

We came across your project at 300 Kalamath St and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$15,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3881475,300 Kalamath St,Private,15000000.0,Crawford Commons — MultiFamily (60 units) [Planning],Shaw Construction,2026-05-26,multifamily,New Construction,ConstructionWire,Clifton,EmileeP@hrwco.org,Emilee Powell,Planning,Low,False
89,Hot,Call today,"large budget $15.0M, new construction","Hi Triumph Real Estate Corporation,

We saw your project at nan and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$15,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏭"", ""found"": ""Warehouse"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3901954,nan,Private,15000000.0,"Triumph Capital Group Industrial Building — Mfg./Industrial/Warehouse (265,274 sq-ft) [Planning]",Triumph Real Estate Corporation,2026-05-18,commercial,New Construction,ConstructionWire,Colorado Springs,grantdennis@gallowayus.com,Grant Dennis,Planning,Low,False
89,Hot,Call today,"large budget $112.0M, new construction, multifamily — high volume","Hi CityView,

We came across your project at nan and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$112,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3904627,nan,Private,112000000.0,"Alta Vista — MultiFamily (450 units), Social (< 10,000 sq-ft) [Planning]",CityView,2026-05-08,multifamily,New Construction,ConstructionWire,Englewood,,,Planning,Low,True
89,Hot,Call today,"large budget $65.0M, new construction, multifamily — high volume","Hi nan,

We came across your project at nan and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$65,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3829368,nan,Private,65000000.0,"Retreat at Longmont — MultiFamily (261 units), Parking Structures [Planning]",nan,2026-05-08,multifamily,New Construction,ConstructionWire,Longmont,dsimon@zieglercooper.com,Denny Simon,Planning,Low,False
89,Hot,Call today,"large budget $112.0M, new construction, multifamily — high volume","Hi Kensington Development Partners,

We came across your project at nan and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$112,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🛍"", ""found"": ""Retail"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3906578,nan,Private,112000000.0,"The Range at Lafayette — MultiFamily (450 units), Retail/Office/Grocery (160,000 sq-ft) [Planning]",Kensington Development Partners,2026-05-14,multifamily,New Construction,ConstructionWire,Lafayette,,,Planning,Low,True
89,Hot,Call today,"large budget $62.5M, new construction","Hi City of Longmont (CO),

We saw your project at nan and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$62,500,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏭"", ""found"": ""Warehouse"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3413680,nan,Private,62500000.0,"Sugar Factory and STEAM — Mfg./Industrial/Warehouse (250,000+ sq-ft) [Planning]",City of Longmont (CO),2026-05-26,commercial,New Construction,ConstructionWire,Longmont,katie.faltys@longmontcolorado.gov,Katie Faltys,Planning,Low,False
89,Hot,Call today,"large budget $62.5M, new construction","Hi JLL,

We saw your project at nan and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$62,500,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏭"", ""found"": ""Warehouse"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3422134,nan,Private,62500000.0,"Quantum 56 Phase II — Mfg./Industrial/Warehouse (290,047 sq-ft) [Planning]",JLL,2026-05-22,commercial,New Construction,ConstructionWire,Denver,jason.white@am.jll.com,Jason White,Planning,Low,False
89,Hot,Call today,"large budget $63.0M, new construction, multifamily — high volume","Hi Wood Partners,

We came across your project at 4600 South Syracuse Street and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$63,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3906286,4600 South Syracuse Street,Private,63000000.0,"Alta Longmont — MultiFamily (252 units), Athletic Facilities (< 10,000 sq-ft), Social (< 10,000 sq-ft) [Starts in 1-3 months]",Wood Partners,2026-05-14,multifamily,New Construction,ConstructionWire,Longmont,walter.armer@woodpartners.com,Walter Armer,Starts in 1-3 months,Very High,False
89,Hot,Call today,"large budget $50.0M, new construction, multifamily — high volume","Hi Ulysses Development Group,

We came across your project at nan and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private, Public"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$50,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3905951,nan,"Private, Public",50000000.0,3801 Ulster Street - Phase 3 — MultiFamily (151-250 units) [Planning],Ulysses Development Group,2026-05-13,multifamily,New Construction,ConstructionWire,Denver,,,Planning,Low,True
89,Hot,Call today,"large budget $48.0M, new construction, multifamily — high volume","Hi The Picerne Group,

We came across your project at nan and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$48,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3907141,nan,Private,48000000.0,2830 East 17th Avenue Multifamily — MultiFamily (193 units) [Planning],The Picerne Group,2026-05-18,multifamily,New Construction,ConstructionWire,Denver,,,Planning,Low,True
89,Hot,Call today,"large budget $30.0M, new construction, multifamily — high volume","Hi City of Alamosa,

We came across your project at nan and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$30,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3399204,nan,Private,30000000.0,Tierra Azul - Phase 3 — MultiFamily (120 units) [Planning],City of Alamosa,2026-05-11,multifamily,New Construction,ConstructionWire,Alamosa,,,Planning,Low,True
89,Hot,Call today,"large budget $30.0M, new construction, multifamily — high volume","Hi Capital Title of Texas,

We came across your project at nan and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$30,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3906732,nan,Private,30000000.0,Volta at Voyager Phase II — MultiFamily (50-100 units) [Planning],Capital Title of Texas,2026-05-15,multifamily,New Construction,ConstructionWire,Colorado Springs,,,Planning,Low,True
89,Hot,Call today,"large budget $25.3M, new construction, retail/restaurant — facade cladding","Hi Kensington Development Partners,

We noticed your upcoming project at nan — Zement Stone could be a great fit. We supply manufactured stone veneer to retail and restaurant chains, with custom color matching for brand consistency and honest square footage so you only pay for what you need.

Can we send you a free sample kit?

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Private"", ""points"": 0, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$25,304,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🛍"", ""found"": ""Retail"", ""points"": 12, ""matched"": true}], ""raw_score"": 89, ""final_score"": 89, ""clamped"": false}",3906923,nan,Private,25304000.0,"The Range at Lafayette - Big Box Store — Retail/Grocery (100,000-249,999 sq-ft) [Planning]",Kensington Development Partners,2026-05-15,retail,New Construction,ConstructionWire,Lafayette,edgar@kensingtondev.com,Edgar Crockett,Planning,Low,False
